   Wavenu Wavelen  kap100   kap198   kap296 del/al
    1/cm    nm     1/km-am  1/km-am  1/km-am K^1/2

   16100   620.95  5.61E-1  5.32E-1  5.05E-1     9
   16105   620.75  5.60E-1  5.41E-1  5.23E-1     9
   16110   620.56  5.65E-1  5.51E-1  5.38E-1     9
   16115   620.37  6.01E-1  5.76E-1  5.53E-1     9
   16120   620.18  6.23E-1  5.95E-1  5.67E-1     9
   16125   619.98  6.49E-1  6.14E-1  5.82E-1     8
   16130   619.79  6.95E-1  6.44E-1  5.96E-1     8
   16135   619.60  6.75E-1  6.39E-1  6.04E-1     8
   16140   619.41  6.81E-1  6.42E-1  6.06E-1     8
   16145   619.22  7.21E-1  6.62E-1  6.08E-1     8
   16150   619.02  7.19E-1  6.62E-1  6.10E-1     8
   16155   618.83  6.95E-1  6.52E-1  6.11E-1     8
   16160   618.64  6.66E-1  6.37E-1  6.10E-1     8
   16165   618.45  6.89E-1  6.43E-1  6.00E-1     8
   16170   618.26  6.76E-1  6.32E-1  5.90E-1     8
   16175   618.07  6.62E-1  6.20E-1  5.81E-1     8
   16180   617.88  6.20E-1  5.95E-1  5.71E-1     8
   16185   617.69  5.77E-1  5.69E-1  5.61E-1     8
   16190   617.49  5.47E-1  5.47E-1  5.47E-1     8
   16195   617.30  5.23E-1  5.28E-1  5.33E-1     9
   16200   617.11  4.80E-1  4.99E-1  5.19E-1     9
   16205   616.92  4.39E-1  4.71E-1  5.05E-1     9
   16210   616.73  4.06E-1  4.47E-1  4.91E-1     9
   16215   616.54  4.04E-1  4.38E-1  4.76E-1     9
   16220   616.35  4.05E-1  4.31E-1  4.59E-1     9
   16225   616.16  3.94E-1  4.17E-1  4.42E-1     9
   16230   615.97  4.01E-1  4.13E-1  4.25E-1     9
   16235   615.78  3.87E-1  3.97E-1  4.08E-1    10
   16240   615.59  3.61E-1  3.76E-1  3.91E-1    10
   16245   615.40  3.45E-1  3.61E-1  3.77E-1    10
   16250   615.21  3.38E-1  3.51E-1  3.64E-1    10
   16255   615.03  3.40E-1  3.46E-1  3.51E-1    10
   16260   614.84  3.46E-1  3.42E-1  3.38E-1    10
   16265   614.65  3.33E-1  3.29E-1  3.24E-1    10
   16270   614.46  3.23E-1  3.16E-1  3.09E-1    11
   16275   614.27  3.19E-1  3.06E-1  2.93E-1    11
   16280   614.08  2.96E-1  2.86E-1  2.76E-1    11
   16285   613.89  2.72E-1  2.66E-1  2.60E-1    12
   16290   613.70  2.59E-1  2.51E-1  2.44E-1    12
   16295   613.52  2.45E-1  2.37E-1  2.30E-1    12
   16300   613.33  2.38E-1  2.27E-1  2.17E-1    12
   16305   613.14  2.24E-1  2.14E-1  2.04E-1    13
   16310   612.95  1.92E-1  1.91E-1  1.91E-1    13
   16315   612.76  1.63E-1  1.70E-1  1.78E-1    14
   16320   612.58  1.48E-1  1.56E-1  1.65E-1    14
   16325   612.39  1.37E-1  1.45E-1  1.54E-1    14
   16330   612.20  1.25E-1  1.35E-1  1.45E-1    15
   16335   612.01  1.12E-1  1.23E-1  1.37E-1    15
   16340   611.83  1.00E-1  1.13E-1  1.28E-1    15
   16345   611.64  9.52E-2  1.06E-1  1.19E-1    16
   16350   611.45  8.52E-2  9.71E-2  1.11E-1    16
   16355   611.26  7.39E-2  8.81E-2  1.05E-1    17
   16360   611.08  6.77E-2  8.20E-2  9.94E-2    17
   16365   610.89  6.53E-2  7.83E-2  9.38E-2    17
   16370   610.70  6.05E-2  7.30E-2  8.82E-2    18
   16375   610.52  5.66E-2  6.84E-2  8.26E-2    18
   16380   610.33  5.13E-2  6.39E-2  7.95E-2    19
   16385   610.15  4.89E-2  6.13E-2  7.68E-2    19
   16390   609.96  4.68E-2  5.88E-2  7.40E-2    19
   16395   609.77  4.56E-2  5.70E-2  7.12E-2    19
   16400   609.59  4.41E-2  5.49E-2  6.83E-2    19
   16405   609.40  4.41E-2  5.40E-2  6.61E-2    20
   16410   609.22  4.44E-2  5.34E-2  6.42E-2    20
   16415   609.03  4.26E-2  5.16E-2  6.24E-2    20
   16420   608.84  4.25E-2  5.07E-2  6.05E-2    20
   16425   608.66  4.31E-2  5.03E-2  5.87E-2    20
   16430   608.47  4.25E-2  4.91E-2  5.68E-2    21
   16435   608.29  4.03E-2  4.71E-2  5.51E-2    21
   16440   608.10  3.84E-2  4.53E-2  5.35E-2    21
   16445   607.92  3.54E-2  4.29E-2  5.19E-2    21
   16450   607.73  3.24E-2  4.04E-2  5.04E-2    21
   16455   607.55  2.99E-2  3.82E-2  4.88E-2    22
   16460   607.37  2.78E-2  3.63E-2  4.75E-2    22
   16465   607.18  2.64E-2  3.54E-2  4.76E-2    22
   16470   607.00  2.47E-2  3.43E-2  4.77E-2    22
   16475   606.81  2.38E-2  3.37E-2  4.78E-2    21
   16480   606.63  2.26E-2  3.29E-2  4.79E-2    21
   16485   606.44  2.13E-2  3.20E-2  4.80E-2    21
   16490   606.26  1.98E-2  3.08E-2  4.80E-2    21
   16495   606.08  1.80E-2  2.94E-2  4.80E-2    21
   16500   605.89  1.68E-2  2.84E-2  4.80E-2    21
   16505   605.71  1.57E-2  2.75E-2  4.80E-2    21
   16510   605.53  1.48E-2  2.67E-2  4.80E-2    21
   16515   605.34  1.43E-2  2.62E-2  4.80E-2    21
   16520   605.16  1.41E-2  2.60E-2  4.80E-2    21
   16525   604.98  1.33E-2  2.53E-2  4.80E-2    21
   16530   604.79  1.25E-2  2.45E-2  4.80E-2    21
   16535   604.61  1.19E-2  2.39E-2  4.80E-2    21
   16540   604.43  1.20E-2  2.40E-2  4.80E-2    21
   16545   604.24  1.17E-2  2.38E-2  4.83E-2    21
   16550   604.06  1.20E-2  2.43E-2  4.94E-2    21
   16555   603.88  1.17E-2  2.43E-2  5.05E-2    20
   16560   603.70  1.16E-2  2.45E-2  5.16E-2    20
   16565   603.52  1.21E-2  2.53E-2  5.27E-2    20
   16570   603.33  1.23E-2  2.57E-2  5.38E-2    20
   16575   603.15  1.24E-2  2.60E-2  5.46E-2    20
   16580   602.97  1.26E-2  2.64E-2  5.54E-2    19
   16585   602.79  1.28E-2  2.68E-2  5.61E-2    19
   16590   602.61  1.28E-2  2.70E-2  5.69E-2    19
   16595   602.42  1.38E-2  2.82E-2  5.76E-2    19
   16600   602.24  1.44E-2  2.90E-2  5.83E-2    19
   16605   602.06  1.47E-2  2.95E-2  5.91E-2    19
   16610   601.88  1.54E-2  3.03E-2  5.98E-2    19
   16615   601.70  1.58E-2  3.09E-2  6.05E-2    19
   16620   601.52  1.74E-2  3.26E-2  6.12E-2    18
   16625   601.34  1.81E-2  3.35E-2  6.20E-2    18
   16630   601.16  1.93E-2  3.46E-2  6.22E-2    18
   16635   600.98  2.08E-2  3.60E-2  6.22E-2    18
   16640   600.80  2.08E-2  3.60E-2  6.23E-2    18
   16645   600.61  2.10E-2  3.62E-2  6.24E-2    18
   16650   600.43  2.22E-2  3.72E-2  6.25E-2    18
   16655   600.25  2.26E-2  3.76E-2  6.26E-2    18
   16660   600.07  2.29E-2  3.80E-2  6.29E-2    18
   16665   599.89  2.42E-2  3.92E-2  6.34E-2    18
   16670   599.71  2.53E-2  4.02E-2  6.38E-2    18
   16675   599.53  2.63E-2  4.11E-2  6.43E-2    18
   16680   599.35  2.75E-2  4.22E-2  6.47E-2    18
   16685   599.17  2.87E-2  4.32E-2  6.50E-2    17
   16690   599.00  2.90E-2  4.32E-2  6.45E-2    17
   16695   598.82  2.92E-2  4.32E-2  6.39E-2    17
   16700   598.64  2.98E-2  4.35E-2  6.34E-2    17
   16705   598.46  3.06E-2  4.39E-2  6.29E-2    18
   16710   598.28  3.10E-2  4.39E-2  6.23E-2    18
   16715   598.10  3.18E-2  4.43E-2  6.17E-2    18
   16720   597.92  3.26E-2  4.46E-2  6.11E-2    18
   16725   597.74  3.37E-2  4.52E-2  6.05E-2    18
   16730   597.56  3.40E-2  4.51E-2  5.99E-2    18
   16735   597.38  3.43E-2  4.51E-2  5.92E-2    18
   16740   597.21  3.38E-2  4.45E-2  5.86E-2    18
   16745   597.03  3.35E-2  4.42E-2  5.82E-2    18
   16750   596.85  3.33E-2  4.39E-2  5.78E-2    18
   16755   596.67  3.33E-2  4.37E-2  5.73E-2    18
   16760   596.49  3.37E-2  4.38E-2  5.69E-2    18
   16765   596.32  3.48E-2  4.43E-2  5.65E-2    18
   16770   596.14  3.73E-2  4.57E-2  5.61E-2    18
   16775   595.96  3.94E-2  4.66E-2  5.52E-2    18
   16780   595.78  3.82E-2  4.55E-2  5.42E-2    18
   16785   595.61  3.56E-2  4.36E-2  5.33E-2    18
   16790   595.43  3.32E-2  4.17E-2  5.23E-2    18
   16795   595.25  3.19E-2  4.05E-2  5.13E-2    18
   16800   595.07  3.12E-2  3.97E-2  5.04E-2    18
   16805   594.90  3.13E-2  3.95E-2  4.98E-2    18
   16810   594.72  3.10E-2  3.91E-2  4.92E-2    18
   16815   594.54  2.97E-2  3.80E-2  4.85E-2    18
   16820   594.37  2.81E-2  3.67E-2  4.79E-2    18
   16825   594.19  2.53E-2  3.46E-2  4.74E-2    18
   16830   594.01  2.32E-2  3.27E-2  4.61E-2    19
   16835   593.84  2.20E-2  3.12E-2  4.43E-2    19
   16840   593.66  2.07E-2  2.97E-2  4.26E-2    19
   16845   593.48  2.00E-2  2.86E-2  4.08E-2    19
   16850   593.31  1.89E-2  2.72E-2  3.91E-2    19
   16855   593.13  1.76E-2  2.56E-2  3.73E-2    20
   16860   592.96  1.68E-2  2.47E-2  3.63E-2    20
   16865   592.78  1.57E-2  2.36E-2  3.54E-2    20
   16870   592.60  1.49E-2  2.27E-2  3.45E-2    20
   16875   592.43  1.41E-2  2.18E-2  3.36E-2    20
   16880   592.25  1.34E-2  2.10E-2  3.28E-2    20
   16885   592.08  1.27E-2  2.01E-2  3.18E-2    20
   16890   591.90  1.19E-2  1.94E-2  3.16E-2    20
   16895   591.73  1.11E-2  1.88E-2  3.19E-2    20
   16900   591.55  1.06E-2  1.85E-2  3.22E-2    20
   16905   591.38  1.03E-2  1.83E-2  3.24E-2    20
   16910   591.20  9.50E-3  1.76E-2  3.27E-2    20
   16915   591.03  9.00E-3  1.72E-2  3.30E-2    20
   16920   590.85  8.40E-3  1.62E-2  3.14E-2    20
   16925   590.68  7.70E-3  1.50E-2  2.94E-2    21
   16930   590.50  7.40E-3  1.43E-2  2.75E-2    21
   16935   590.33  7.30E-3  1.37E-2  2.56E-2    21
   16940   590.16  7.00E-3  1.29E-2  2.37E-2    22
   16945   589.98  6.70E-3  1.21E-2  2.20E-2    22
   16950   589.81  6.30E-3  1.17E-2  2.18E-2    22
   16955   589.63  5.90E-3  1.13E-2  2.16E-2    22
   16960   589.46  5.30E-3  1.07E-2  2.15E-2    22
   16965   589.29  5.30E-3  1.06E-2  2.13E-2    22
   16970   589.11  4.90E-3  1.02E-2  2.11E-2    22
   16975   588.94  4.50E-3  9.70E-3  2.10E-2    22
   16980   588.76  4.50E-3  9.70E-3  2.10E-2    22
   16985   588.59  4.40E-3  9.60E-3  2.10E-2    22
   16990   588.42  4.30E-3  9.50E-3  2.10E-2    22
   16995   588.25  4.20E-3  9.40E-3  2.10E-2    22
   17000   588.07  4.00E-3  9.20E-3  2.10E-2    22
   17005   587.90  4.00E-3  9.20E-3  2.10E-2    22
   17010   587.73  3.90E-3  9.00E-3  2.10E-2    22
   17015   587.55  3.90E-3  9.00E-3  2.10E-2    22
   17020   587.38  3.90E-3  9.00E-3  2.10E-2    22
   17025   587.21  3.80E-3  8.90E-3  2.10E-2    22
   17030   587.04  3.80E-3  8.90E-3  2.10E-2    21
   17035   586.86  3.80E-3  8.90E-3  2.10E-2    21
   17040   586.69  3.80E-3  8.90E-3  2.10E-2    21
   17045   586.52  3.80E-3  8.90E-3  2.10E-2    21
   17050   586.35  3.80E-3  8.90E-3  2.10E-2    21
   17055   586.18  3.90E-3  9.00E-3  2.10E-2    21
   17060   586.00  3.90E-3  9.00E-3  2.10E-2    21
   17065   585.83  3.80E-3  9.00E-3  2.11E-2    21
   17070   585.66  3.90E-3  9.10E-3  2.14E-2    21
   17075   585.49  3.90E-3  9.20E-3  2.17E-2    21
   17080   585.32  3.90E-3  9.30E-3  2.21E-2    21
   17085   585.15  3.90E-3  9.30E-3  2.24E-2    21
   17090   584.98  4.10E-3  9.60E-3  2.27E-2    20
   17095   584.80  4.20E-3  9.80E-3  2.30E-2    20
   17100   584.63  4.40E-3  1.01E-2  2.33E-2    20
   17105   584.46  4.50E-3  1.03E-2  2.37E-2    20
   17110   584.29  4.50E-3  1.04E-2  2.40E-2    20
   17115   584.12  4.70E-3  1.07E-2  2.44E-2    20
   17120   583.95  4.90E-3  1.10E-2  2.47E-2    20
   17125   583.78  5.10E-3  1.13E-2  2.50E-2    20
   17130   583.61  5.30E-3  1.14E-2  2.46E-2    20
   17135   583.44  5.50E-3  1.16E-2  2.43E-2    20
   17140   583.27  5.50E-3  1.15E-2  2.39E-2    20
   17145   583.10  5.70E-3  1.16E-2  2.36E-2    20
   17150   582.93  6.00E-3  1.18E-2  2.32E-2    20
   17155   582.76  6.20E-3  1.20E-2  2.31E-2    20
   17160   582.59  6.40E-3  1.22E-2  2.34E-2    20
   17165   582.42  6.80E-3  1.27E-2  2.38E-2    20
   17170   582.25  7.30E-3  1.33E-2  2.41E-2    19
   17175   582.08  7.90E-3  1.39E-2  2.44E-2    19
   17180   581.91  8.30E-3  1.43E-2  2.48E-2    19
   17185   581.74  8.90E-3  1.50E-2  2.53E-2    19
   17190   581.57  9.20E-3  1.56E-2  2.64E-2    19
   17195   581.40  9.60E-3  1.62E-2  2.74E-2    19
   17200   581.23  1.03E-2  1.71E-2  2.84E-2    18
   17205   581.07  1.12E-2  1.81E-2  2.94E-2    18
   17210   580.90  1.20E-2  1.91E-2  3.03E-2    18
   17215   580.73  1.28E-2  2.00E-2  3.14E-2    18
   17220   580.56  1.34E-2  2.07E-2  3.21E-2    17
   17225   580.39  1.45E-2  2.18E-2  3.29E-2    17
   17230   580.22  1.65E-2  2.36E-2  3.37E-2    17
   17235   580.05  1.80E-2  2.49E-2  3.44E-2    17
   17240   579.89  1.93E-2  2.61E-2  3.52E-2    17
   17245   579.72  2.08E-2  2.73E-2  3.59E-2    17
   17250   579.55  2.25E-2  2.89E-2  3.71E-2    16
   17255   579.38  2.44E-2  3.05E-2  3.82E-2    16
   17260   579.21  2.60E-2  3.20E-2  3.94E-2    16
   17265   579.05  2.68E-2  3.30E-2  4.06E-2    16
   17270   578.88  2.88E-2  3.47E-2  4.18E-2    16
   17275   578.71  3.15E-2  3.68E-2  4.29E-2    16
   17280   578.54  3.41E-2  3.86E-2  4.36E-2    15
   17285   578.38  3.68E-2  4.04E-2  4.43E-2    15
   17290   578.21  3.85E-2  4.16E-2  4.50E-2    15
   17295   578.04  4.03E-2  4.29E-2  4.56E-2    15
   17300   577.87  4.08E-2  4.35E-2  4.63E-2    15
   17305   577.71  4.17E-2  4.43E-2  4.70E-2    15
   17310   577.54  4.35E-2  4.57E-2  4.81E-2    15
   17315   577.37  4.34E-2  4.62E-2  4.92E-2    15
   17320   577.21  4.32E-2  4.67E-2  5.04E-2    14
   17325   577.04  4.26E-2  4.68E-2  5.15E-2    14
   17330   576.87  4.37E-2  4.79E-2  5.26E-2    14
   17335   576.71  4.69E-2  5.02E-2  5.38E-2    14
   17340   576.54  4.71E-2  5.07E-2  5.46E-2    14
   17345   576.38  4.71E-2  5.08E-2  5.48E-2    14
   17350   576.21  4.94E-2  5.22E-2  5.51E-2    14
   17355   576.04  5.13E-2  5.33E-2  5.53E-2    14
   17360   575.88  5.33E-2  5.44E-2  5.56E-2    14
   17365   575.71  5.27E-2  5.43E-2  5.59E-2    14
   17370   575.55  5.18E-2  5.36E-2  5.55E-2    14
   17375   575.38  5.22E-2  5.30E-2  5.38E-2    14
   17380   575.21  5.15E-2  5.18E-2  5.21E-2    14
   17385   575.05  5.00E-2  5.02E-2  5.05E-2    14
   17390   574.88  4.85E-2  4.86E-2  4.88E-2    14
   17395   574.72  4.76E-2  4.73E-2  4.71E-2    14
   17400   574.55  4.58E-2  4.58E-2  4.58E-2    14
   17405   574.39  4.34E-2  4.44E-2  4.54E-2    14
   17410   574.22  4.24E-2  4.36E-2  4.49E-2    14
   17415   574.06  4.12E-2  4.28E-2  4.44E-2    14
   17420   573.89  3.92E-2  4.15E-2  4.39E-2    14
   17425   573.73  3.78E-2  4.05E-2  4.34E-2    14
   17430   573.56  3.62E-2  3.94E-2  4.29E-2    14
   17435   573.40  3.43E-2  3.81E-2  4.23E-2    14
   17440   573.24  3.27E-2  3.69E-2  4.17E-2    15
   17445   573.07  3.16E-2  3.60E-2  4.11E-2    15
   17450   572.91  2.98E-2  3.47E-2  4.05E-2    15
   17455   572.74  2.75E-2  3.31E-2  3.99E-2    15
   17460   572.58  2.64E-2  3.22E-2  3.93E-2    15
   17465   572.41  2.63E-2  3.19E-2  3.87E-2    15
   17470   572.25  2.61E-2  3.16E-2  3.82E-2    15
   17475   572.09  2.56E-2  3.11E-2  3.78E-2    15
   17480   571.92  2.44E-2  3.02E-2  3.73E-2    15
   17485   571.76  2.36E-2  2.95E-2  3.68E-2    15
   17490   571.60  2.34E-2  2.91E-2  3.63E-2    15
   17495   571.43  2.29E-2  2.87E-2  3.59E-2    15
   17500   571.27  2.27E-2  2.84E-2  3.55E-2    15
   17505   571.11  2.16E-2  2.76E-2  3.52E-2    15
   17510   570.94  2.07E-2  2.69E-2  3.49E-2    15
   17515   570.78  2.00E-2  2.63E-2  3.46E-2    15
   17520   570.62  1.97E-2  2.60E-2  3.43E-2    15
   17525   570.46  1.91E-2  2.54E-2  3.37E-2    15
   17530   570.29  1.80E-2  2.43E-2  3.27E-2    15
   17535   570.13  1.82E-2  2.41E-2  3.18E-2    15
   17540   569.97  1.78E-2  2.34E-2  3.08E-2    15
   17545   569.80  1.70E-2  2.25E-2  2.98E-2    15
   17550   569.64  1.65E-2  2.18E-2  2.88E-2    16
   17555   569.48  1.57E-2  2.09E-2  2.79E-2    16
   17560   569.32  1.51E-2  2.03E-2  2.73E-2    16
   17565   569.16  1.44E-2  1.96E-2  2.67E-2    16
   17570   568.99  1.45E-2  1.95E-2  2.62E-2    16
   17575   568.83  1.37E-2  1.87E-2  2.56E-2    16
   17580   568.67  1.37E-2  1.85E-2  2.50E-2    16
   17585   568.51  1.37E-2  1.83E-2  2.44E-2    16
   17590   568.35  1.35E-2  1.79E-2  2.37E-2    16
   17595   568.19  1.34E-2  1.75E-2  2.29E-2    16
   17600   568.02  1.28E-2  1.68E-2  2.21E-2    16
   17605   567.86  1.23E-2  1.62E-2  2.13E-2    16
   17610   567.70  1.19E-2  1.56E-2  2.05E-2    17
   17615   567.54  1.14E-2  1.50E-2  1.97E-2    17
   17620   567.38  1.09E-2  1.44E-2  1.90E-2    17
   17625   567.22  1.05E-2  1.41E-2  1.90E-2    17
   17630   567.06  9.70E-3  1.36E-2  1.90E-2    17
   17635   566.90  9.30E-3  1.33E-2  1.90E-2    17
   17640   566.74  9.30E-3  1.33E-2  1.90E-2    17
   17645   566.58  8.90E-3  1.30E-2  1.90E-2    17
   17650   566.42  8.80E-3  1.29E-2  1.90E-2    17
   17655   566.25  8.50E-3  1.27E-2  1.89E-2    17
   17660   566.09  8.20E-3  1.24E-2  1.87E-2    17
   17665   565.93  7.60E-3  1.19E-2  1.85E-2    17
   17670   565.77  7.00E-3  1.13E-2  1.84E-2    17
   17675   565.61  6.70E-3  1.10E-2  1.82E-2    17
   17680   565.45  6.30E-3  1.07E-2  1.81E-2    17
   17685   565.29  6.20E-3  1.05E-2  1.77E-2    17
   17690   565.13  6.00E-3  1.02E-2  1.73E-2    17
   17695   564.97  5.80E-3  9.90E-3  1.68E-2    17
   17700   564.82  5.50E-3  9.50E-3  1.64E-2    17
   17705   564.66  5.30E-3  9.20E-3  1.60E-2    17
   17710   564.50  5.20E-3  9.00E-3  1.55E-2    17
   17715   564.34  5.00E-3  8.70E-3  1.51E-2    17
   17720   564.18  4.50E-3  8.20E-3  1.50E-2    17
   17725   564.02  4.50E-3  8.20E-3  1.50E-2    17
   17730   563.86  4.30E-3  8.00E-3  1.50E-2    17
   17735   563.70  4.10E-3  7.80E-3  1.50E-2    17
   17740   563.54  4.20E-3  7.90E-3  1.50E-2    17
   17745   563.38  4.20E-3  7.90E-3  1.50E-2    17
   17750   563.22  4.00E-3  7.70E-3  1.48E-2    17
   17755   563.07  3.80E-3  7.30E-3  1.41E-2    17
   17760   562.91  3.70E-3  7.20E-3  1.40E-2    17
   17765   562.75  3.80E-3  7.40E-3  1.45E-2    17
   17770   562.59  3.60E-3  7.10E-3  1.39E-2    17
   17775   562.43  3.50E-3  7.00E-3  1.39E-2    17
   17780   562.27  3.60E-3  7.10E-3  1.41E-2    17
   17785   562.12  3.50E-3  7.00E-3  1.39E-2    17
   17790   561.96  3.50E-3  7.10E-3  1.43E-2    17
   17795   561.80  3.50E-3  7.10E-3  1.45E-2    17
   17800   561.64  3.20E-3  6.50E-3  1.34E-2    17
   17805   561.48  3.20E-3  6.50E-3  1.33E-2    17
   17810   561.33  3.30E-3  6.80E-3  1.41E-2    17
   17815   561.17  3.20E-3  6.60E-3  1.38E-2    17
   17820   561.01  3.20E-3  6.70E-3  1.39E-2    16
   17825   560.85  3.40E-3  7.00E-3  1.46E-2    16
   17830   560.70  3.20E-3  6.70E-3  1.40E-2    16
   17835   560.54  3.10E-3  6.50E-3  1.38E-2    16
   17840   560.38  3.20E-3  6.80E-3  1.43E-2    16
   17845   560.23  3.00E-3  6.40E-3  1.36E-2    16
   17850   560.07  3.20E-3  6.90E-3  1.47E-2    16
   17855   559.91  3.20E-3  6.90E-3  1.49E-2    16
   17860   559.76  3.60E-3  7.70E-3  1.64E-2    16
   17865   559.60  3.20E-3  7.00E-3  1.51E-2    16
   17870   559.44  3.20E-3  7.00E-3  1.51E-2    16
   17875   559.29  3.40E-3  7.40E-3  1.62E-2    16
   17880   559.13  3.50E-3  7.60E-3  1.66E-2    15
   17885   558.97  3.60E-3  7.90E-3  1.74E-2    15
   17890   558.82  3.10E-3  6.90E-3  1.54E-2    16
   17895   558.66  3.20E-3  7.10E-3  1.58E-2    16
   17900   558.50  3.30E-3  7.40E-3  1.66E-2    15
   17905   558.35  3.30E-3  7.40E-3  1.65E-2    15
   17910   558.19  3.50E-3  7.90E-3  1.77E-2    15
   17915   558.04  3.60E-3  8.10E-3  1.81E-2    15
   17920   557.88  3.70E-3  8.30E-3  1.85E-2    15
   17925   557.73  3.60E-3  8.20E-3  1.85E-2    15
   17930   557.57  3.70E-3  8.40E-3  1.90E-2    15
   17935   557.41  3.50E-3  8.00E-3  1.82E-2    15
   17940   557.26  3.40E-3  7.80E-3  1.81E-2    15
   17945   557.10  3.60E-3  8.20E-3  1.89E-2    15
   17950   556.95  3.60E-3  8.30E-3  1.92E-2    14
   17955   556.79  3.60E-3  8.40E-3  1.94E-2    14
   17960   556.64  3.60E-3  8.40E-3  1.95E-2    14
   17965   556.48  3.70E-3  8.60E-3  2.00E-2    14
   17970   556.33  3.70E-3  8.70E-3  2.03E-2    14
   17975   556.17  3.60E-3  8.50E-3  2.00E-2    14
   17980   556.02  3.50E-3  8.30E-3  1.95E-2    14
   17985   555.86  3.40E-3  8.10E-3  1.93E-2    14
   17990   555.71  3.30E-3  7.80E-3  1.86E-2    14
   17995   555.56  3.30E-3  7.90E-3  1.87E-2    14
   18000   555.40  3.20E-3  7.60E-3  1.82E-2    14
   18005   555.25  3.20E-3  7.70E-3  1.84E-2    14
   18010   555.09  3.00E-3  7.30E-3  1.78E-2    14
   18015   554.94  3.00E-3  7.30E-3  1.78E-2    14
   18020   554.78  2.90E-3  7.10E-3  1.76E-2    14
   18025   554.63  2.70E-3  6.60E-3  1.61E-2    15
   18030   554.48  2.60E-3  6.40E-3  1.58E-2    15
   18035   554.32  2.50E-3  6.20E-3  1.56E-2    15
   18040   554.17  2.40E-3  6.00E-3  1.52E-2    15
   18045   554.02  2.30E-3  5.80E-3  1.45E-2    15
   18050   553.86  2.30E-3  5.80E-3  1.45E-2    15
   18055   553.71  2.10E-3  5.40E-3  1.37E-2    15
   18060   553.56  2.00E-3  5.20E-3  1.33E-2    15
   18065   553.40  1.90E-3  4.90E-3  1.28E-2    15
   18070   553.25  1.80E-3  4.70E-3  1.22E-2    15
   18075   553.10  1.80E-3  4.60E-3  1.20E-2    15
   18080   552.94  1.60E-3  4.20E-3  1.09E-2    15
   18085   552.79  1.60E-3  4.20E-3  1.08E-2    15
   18090   552.64  1.70E-3  4.50E-3  1.17E-2    15
   18095   552.49  1.50E-3  4.00E-3  1.08E-2    15
   18100   552.33  1.50E-3  4.10E-3  1.10E-2    15
   18105   552.18  1.60E-3  4.30E-3  1.13E-2    15
   18110   552.03  1.50E-3  4.00E-3  1.06E-2    15
   18115   551.88  1.40E-3  3.80E-3  1.03E-2    15
   18120   551.72  1.20E-3  3.30E-3  9.30E-3    15
   18125   551.57  1.30E-3  3.50E-3  9.50E-3    15
   18130   551.42  1.30E-3  3.60E-3  9.70E-3    15
   18135   551.27  1.40E-3  3.80E-3  1.04E-2    15
   18140   551.11  1.40E-3  3.80E-3  1.04E-2    15
   18145   550.96  1.50E-3  4.20E-3  1.15E-2    15
   18150   550.81  1.60E-3  4.40E-3  1.22E-2    15
   18155   550.66  1.60E-3  4.40E-3  1.19E-2    15
   18160   550.51  1.40E-3  3.90E-3  1.09E-2    15
   18165   550.36  1.40E-3  3.90E-3  1.07E-2    15
   18170   550.20  1.50E-3  4.10E-3  1.14E-2    15
   18175   550.05  1.70E-3  4.70E-3  1.28E-2    14
   18180   549.90  1.70E-3  4.70E-3  1.31E-2    14
   18185   549.75  1.60E-3  4.50E-3  1.24E-2    14
   18190   549.60  1.80E-3  5.00E-3  1.40E-2    14
   18195   549.45  1.80E-3  5.10E-3  1.43E-2    14
   18200   549.30  1.90E-3  5.30E-3  1.50E-2    14
   18205   549.15  2.10E-3  5.90E-3  1.65E-2    13
   18210   549.00  2.20E-3  6.10E-3  1.70E-2    13
   18215   548.85  2.40E-3  6.70E-3  1.85E-2    13
   18220   548.69  2.80E-3  7.50E-3  2.01E-2    13
   18225   548.54  3.10E-3  8.20E-3  2.16E-2    12
   18230   548.39  3.30E-3  8.70E-3  2.31E-2    12
   18235   548.24  3.50E-3  9.30E-3  2.46E-2    12
   18240   548.09  3.90E-3  1.01E-2  2.61E-2    12
   18245   547.94  4.40E-3  1.10E-2  2.75E-2    11
   18250   547.79  4.90E-3  1.21E-2  3.01E-2    11
   18255   547.64  6.00E-3  1.41E-2  3.33E-2    11
   18260   547.49  7.00E-3  1.60E-2  3.64E-2    10
   18265   547.34  8.10E-3  1.79E-2  3.94E-2    10
   18270   547.19  9.60E-3  2.02E-2  4.25E-2    10
   18275   547.04  1.09E-2  2.23E-2  4.56E-2    10
   18280   546.89  1.26E-2  2.48E-2  4.87E-2     9
   18285   546.74  1.53E-2  2.84E-2  5.27E-2     9
   18290   546.59  1.74E-2  3.14E-2  5.68E-2     9
   18295   546.45  2.04E-2  3.52E-2  6.08E-2     9
   18300   546.30  2.43E-2  3.97E-2  6.48E-2     8
   18305   546.15  2.83E-2  4.42E-2  6.89E-2     8
   18310   546.00  3.30E-2  4.90E-2  7.28E-2     8
   18315   545.85  3.73E-2  5.37E-2  7.72E-2     8
   18320   545.70  4.24E-2  5.91E-2  8.25E-2     8
   18325   545.55  4.83E-2  6.50E-2  8.76E-2     7
   18330   545.40  5.52E-2  7.16E-2  9.28E-2     7
   18335   545.25  6.22E-2  7.80E-2  9.79E-2     7
   18340   545.10  6.98E-2  8.48E-2  1.03E-1     7
