   Wavenu Wavelen  kap100   kap198   kap296 del/al
    1/cm    nm     1/km-am  1/km-am  1/km-am K^1/2

   18345   544.96  7.95E-2  9.28E-2  1.08E-1     7
   18350   544.81  8.78E-2  9.97E-2  1.13E-1     7
   18355   544.66  9.65E-2  1.06E-1  1.15E-1     6
   18360   544.51  1.06E-1  1.12E-1  1.17E-1     6
   18365   544.36  1.13E-1  1.16E-1  1.19E-1     6
   18370   544.21  1.26E-1  1.24E-1  1.21E-1     6
   18375   544.07  1.35E-1  1.29E-1  1.23E-1     6
   18380   543.92  1.40E-1  1.32E-1  1.25E-1     6
   18385   543.77  1.45E-1  1.35E-1  1.27E-1     6
   18390   543.62  1.56E-1  1.41E-1  1.28E-1     6
   18395   543.47  1.67E-1  1.47E-1  1.29E-1     6
   18400   543.33  1.76E-1  1.51E-1  1.30E-1     6
   18405   543.18  1.77E-1  1.52E-1  1.31E-1     6
   18410   543.03  1.74E-1  1.52E-1  1.32E-1     6
   18415   542.88  1.70E-1  1.51E-1  1.33E-1     6
   18420   542.74  1.69E-1  1.50E-1  1.33E-1     6
   18425   542.59  1.72E-1  1.50E-1  1.31E-1     6
   18430   542.44  1.73E-1  1.50E-1  1.30E-1     6
   18435   542.30  1.72E-1  1.48E-1  1.28E-1     6
   18440   542.15  1.68E-1  1.45E-1  1.26E-1     6
   18445   542.00  1.61E-1  1.42E-1  1.25E-1     6
   18450   541.85  1.56E-1  1.39E-1  1.23E-1     6
   18455   541.71  1.47E-1  1.33E-1  1.20E-1     6
   18460   541.56  1.42E-1  1.28E-1  1.15E-1     6
   18465   541.41  1.34E-1  1.22E-1  1.11E-1     6
   18470   541.27  1.30E-1  1.18E-1  1.07E-1     6
   18475   541.12  1.27E-1  1.14E-1  1.02E-1     6
   18480   540.98  1.17E-1  1.07E-1  9.81E-2     7
   18485   540.83  1.08E-1  1.01E-1  9.38E-2     7
   18490   540.68  1.05E-1  9.69E-2  8.95E-2     7
   18495   540.54  1.00E-1  9.25E-2  8.56E-2     7
   18500   540.39  9.09E-2  8.62E-2  8.18E-2     7
   18505   540.24  8.42E-2  8.10E-2  7.79E-2     7
   18510   540.10  8.02E-2  7.70E-2  7.40E-2     7
   18515   539.95  7.69E-2  7.35E-2  7.02E-2     7
   18520   539.81  7.25E-2  6.93E-2  6.62E-2     8
   18525   539.66  6.91E-2  6.59E-2  6.28E-2     8
   18530   539.52  6.61E-2  6.35E-2  6.10E-2     8
   18535   539.37  6.40E-2  6.14E-2  5.90E-2     8
   18540   539.22  6.03E-2  5.87E-2  5.71E-2     8
   18545   539.08  5.36E-2  5.43E-2  5.51E-2     8
   18550   538.93  5.14E-2  5.22E-2  5.31E-2     8
   18555   538.79  5.23E-2  5.17E-2  5.11E-2     8
   18560   538.64  5.22E-2  5.08E-2  4.94E-2     8
   18565   538.50  5.16E-2  4.98E-2  4.80E-2     8
   18570   538.35  4.94E-2  4.79E-2  4.65E-2     8
   18575   538.21  4.77E-2  4.64E-2  4.51E-2     8
   18580   538.06  4.69E-2  4.52E-2  4.36E-2     9
   18585   537.92  4.39E-2  4.30E-2  4.22E-2     9
   18590   537.77  4.18E-2  4.12E-2  4.07E-2     9
   18595   537.63  4.06E-2  3.99E-2  3.93E-2     9
   18600   537.48  3.81E-2  3.79E-2  3.78E-2     9
   18605   537.34  3.65E-2  3.64E-2  3.64E-2     9
   18610   537.20  3.38E-2  3.44E-2  3.50E-2     9
   18615   537.05  3.01E-2  3.18E-2  3.35E-2     9
   18620   536.91  2.77E-2  2.98E-2  3.21E-2     9
   18625   536.76  2.66E-2  2.85E-2  3.06E-2     9
   18630   536.62  2.60E-2  2.76E-2  2.92E-2     9
   18635   536.48  2.43E-2  2.62E-2  2.82E-2    10
   18640   536.33  2.34E-2  2.53E-2  2.74E-2    10
   18645   536.19  2.23E-2  2.43E-2  2.65E-2    10
   18650   536.04  2.01E-2  2.27E-2  2.57E-2    10
   18655   535.90  1.82E-2  2.12E-2  2.48E-2    10
   18660   535.76  1.70E-2  2.02E-2  2.39E-2    10
   18665   535.61  1.63E-2  1.94E-2  2.31E-2    10
   18670   535.47  1.49E-2  1.84E-2  2.26E-2    10
   18675   535.33  1.37E-2  1.74E-2  2.22E-2    10
   18680   535.18  1.34E-2  1.71E-2  2.17E-2    10
   18685   535.04  1.33E-2  1.68E-2  2.13E-2    10
   18690   534.90  1.28E-2  1.64E-2  2.09E-2    10
   18695   534.75  1.24E-2  1.59E-2  2.05E-2    10
   18700   534.61  1.10E-2  1.48E-2  2.00E-2    10
   18705   534.47  1.05E-2  1.45E-2  1.99E-2    10
   18710   534.32  1.00E-2  1.40E-2  1.97E-2    10
   18715   534.18  9.40E-3  1.36E-2  1.96E-2    10
   18720   534.04  9.00E-3  1.32E-2  1.95E-2    10
   18725   533.90  8.50E-3  1.28E-2  1.94E-2    10
   18730   533.75  8.50E-3  1.28E-2  1.92E-2    10
   18735   533.61  8.20E-3  1.25E-2  1.91E-2    10
   18740   533.47  8.10E-3  1.24E-2  1.90E-2    10
   18745   533.33  8.20E-3  1.25E-2  1.92E-2    10
   18750   533.18  8.30E-3  1.27E-2  1.93E-2    10
   18755   533.04  7.70E-3  1.23E-2  1.95E-2    10
   18760   532.90  6.80E-3  1.15E-2  1.96E-2    10
   18765   532.76  6.40E-3  1.12E-2  1.97E-2    10
   18770   532.62  6.20E-3  1.11E-2  1.99E-2    10
   18775   532.48  5.80E-3  1.08E-2  2.00E-2    10
   18780   532.33  5.70E-3  1.07E-2  2.00E-2    10
   18785   532.19  5.30E-3  1.03E-2  2.00E-2    10
   18790   532.05  4.60E-3  9.60E-3  2.00E-2    10
   18795   531.91  4.60E-3  9.60E-3  2.00E-2    10
   18800   531.77  4.30E-3  9.30E-3  2.00E-2    10
   18805   531.63  4.10E-3  9.10E-3  2.00E-2    10
   18810   531.48  4.10E-3  9.10E-3  2.00E-2    10
   18815   531.34  3.80E-3  8.80E-3  2.05E-2    10
   18820   531.20  3.30E-3  8.30E-3  2.09E-2    10
   18825   531.06  3.10E-3  8.10E-3  2.13E-2     9
   18830   530.92  2.90E-3  7.90E-3  2.17E-2     9
   18835   530.78  3.00E-3  8.20E-3  2.22E-2     9
   18840   530.64  2.60E-3  7.70E-3  2.26E-2     9
   18845   530.50  2.60E-3  7.70E-3  2.30E-2     9
   18850   530.36  2.40E-3  7.40E-3  2.30E-2     9
   18855   530.22  2.00E-3  6.80E-3  2.30E-2     9
   18860   530.08  1.90E-3  6.60E-3  2.30E-2     9
   18865   529.93  2.00E-3  6.80E-3  2.30E-2     9
   18870   529.79  2.00E-3  6.80E-3  2.30E-2     9
   18875   529.65  2.00E-3  6.80E-3  2.30E-2     9
   18880   529.51  2.00E-3  6.80E-3  2.30E-2     9
   18885   529.37  2.00E-3  6.80E-3  2.30E-2     9
   18890   529.23  2.10E-3  6.90E-3  2.29E-2     9
   18895   529.09  1.90E-3  6.60E-3  2.28E-2     9
   18900   528.95  1.70E-3  6.20E-3  2.28E-2     9
   18905   528.81  1.90E-3  6.60E-3  2.27E-2     9
   18910   528.67  1.90E-3  6.60E-3  2.26E-2     9
   18915   528.53  1.40E-3  5.60E-3  2.26E-2     9
   18920   528.39  1.30E-3  5.40E-3  2.25E-2     9
   18925   528.25  1.50E-3  5.80E-3  2.27E-2     9
   18930   528.12  1.70E-3  6.20E-3  2.29E-2     9
   18935   527.98  1.50E-3  5.90E-3  2.31E-2     9
   18940   527.84  1.60E-3  6.10E-3  2.33E-2     9
   18945   527.70  1.60E-3  6.10E-3  2.36E-2     9
   18950   527.56  1.60E-3  6.20E-3  2.38E-2     9
   18955   527.42  1.60E-3  6.20E-3  2.40E-2     9
   18960   527.28  1.60E-3  6.20E-3  2.40E-2     9
   18965   527.14  1.70E-3  6.40E-3  2.40E-2     9
   18970   527.00  1.60E-3  6.20E-3  2.40E-2     9
   18975   526.86  1.40E-3  5.80E-3  2.40E-2     9
   18980   526.72  1.20E-3  5.40E-3  2.40E-2     9
   18985   526.59  1.40E-3  5.80E-3  2.40E-2     9
   18990   526.45  1.60E-3  6.20E-3  2.40E-2     9
   18995   526.31  1.40E-3  5.80E-3  2.39E-2     8
   19000   526.17  1.50E-3  6.00E-3  2.38E-2     8
   19005   526.03  1.60E-3  6.20E-3  2.37E-2     8
   19010   525.89  1.90E-3  6.70E-3  2.35E-2     8
   19015   525.75  2.30E-3  7.30E-3  2.34E-2     8
   19020   525.62  2.30E-3  7.30E-3  2.33E-2     8
   19025   525.48  1.90E-3  6.60E-3  2.32E-2     8
   19030   525.34  1.80E-3  6.40E-3  2.30E-2     8
   19035   525.20  2.20E-3  7.10E-3  2.30E-2     8
   19040   525.06  2.30E-3  7.30E-3  2.30E-2     8
   19045   524.93  2.40E-3  7.40E-3  2.30E-2     8
   19050   524.79  2.40E-3  7.40E-3  2.30E-2     8
   19055   524.65  2.50E-3  7.60E-3  2.30E-2     8
   19060   524.51  2.70E-3  7.90E-3  2.30E-2     8
   19065   524.38  2.80E-3  8.00E-3  2.30E-2     8
   19070   524.24  2.90E-3  8.10E-3  2.29E-2     8
   19075   524.10  2.70E-3  7.80E-3  2.26E-2     8
   19080   523.96  3.20E-3  8.40E-3  2.23E-2     8
   19085   523.83  3.60E-3  8.90E-3  2.20E-2     8
   19090   523.69  3.50E-3  8.70E-3  2.18E-2     8
   19095   523.55  3.50E-3  8.70E-3  2.15E-2     8
   19100   523.41  3.60E-3  8.70E-3  2.12E-2     8
   19105   523.28  3.50E-3  8.60E-3  2.10E-2     8
   19110   523.14  3.20E-3  8.20E-3  2.08E-2     8
   19115   523.00  3.70E-3  8.80E-3  2.07E-2     8
   19120   522.87  4.00E-3  9.10E-3  2.06E-2     8
   19125   522.73  4.00E-3  9.00E-3  2.04E-2     8
   19130   522.59  4.00E-3  9.00E-3  2.03E-2     8
   19135   522.46  3.80E-3  8.80E-3  2.02E-2     8
   19140   522.32  4.10E-3  9.10E-3  2.01E-2     8
   19145   522.18  4.60E-3  9.40E-3  1.93E-2     8
   19150   522.05  4.20E-3  8.80E-3  1.84E-2     8
   19155   521.91  3.90E-3  8.30E-3  1.75E-2     9
   19160   521.78  4.10E-3  8.30E-3  1.67E-2     9
   19165   521.64  4.00E-3  7.90E-3  1.58E-2     9
   19170   521.50  3.70E-3  7.40E-3  1.49E-2     9
   19175   521.37  3.60E-3  7.10E-3  1.40E-2     9
   19180   521.23  4.00E-3  7.20E-3  1.31E-2     9
   19185   521.10  3.70E-3  6.90E-3  1.29E-2     9
   19190   520.96  3.90E-3  7.10E-3  1.30E-2     9
   19195   520.82  4.00E-3  7.20E-3  1.30E-2     9
   19200   520.69  3.20E-3  6.40E-3  1.30E-2     9
   19205   520.55  2.80E-3  6.00E-3  1.30E-2     9
   19210   520.42  3.20E-3  6.40E-3  1.30E-2     9
   19215   520.28  3.10E-3  6.40E-3  1.31E-2     9
   19220   520.15  3.10E-3  6.30E-3  1.29E-2     9
   19225   520.01  2.60E-3  5.30E-3  1.09E-2     9
   19230   519.88  2.20E-3  4.50E-3  9.30E-3     9
   19235   519.74  2.20E-3  4.60E-3  9.50E-3     9
   19240   519.61  2.40E-3  4.90E-3  1.01E-2     9
   19245   519.47  2.60E-3  5.30E-3  1.08E-2     9
   19250   519.34  2.50E-3  5.10E-3  1.06E-2     9
   19255   519.20  1.90E-3  3.90E-3  8.20E-3     9
   19260   519.07  1.40E-3  3.00E-3  6.30E-3    10
   19265   518.93  1.80E-3  3.80E-3  7.90E-3     9
   19270   518.80  2.20E-3  4.60E-3  9.50E-3     9
   19275   518.66  1.90E-3  4.00E-3  8.40E-3     9
   19280   518.53  1.10E-3  2.30E-3  5.00E-3    10
   19285   518.39  5.00E-4  1.00E-3  2.00E-3    11
   19290   518.26  6.00E-4  9.00E-4  1.50E-3    11
   19295   518.12  7.00E-4  1.70E-3  3.90E-3    10
   19300   517.99  9.00E-4  1.90E-3  4.10E-3    10
   19325   517.32  8.00E-4  1.70E-3  3.60E-3    10
   19350   516.65  7.00E-4  1.40E-3  2.70E-3    10
   19375   515.99  6.00E-4  1.20E-3  2.40E-3    10
   19400   515.32  6.00E-4  1.10E-3  2.20E-3    10
   19425   514.66  7.00E-4  1.30E-3  2.30E-3    10
   19450   514.00  1.00E-3  1.80E-3  3.10E-3    10
   19475   513.34  1.60E-3  2.70E-3  4.50E-3     9
   19500   512.68  2.90E-3  4.60E-3  7.40E-3     9
   19525   512.02  5.00E-3  7.50E-3  1.12E-2     8
   19550   511.37  7.80E-3  1.04E-2  1.40E-2     8
   19575   510.71  1.07E-2  1.28E-2  1.54E-2     7
   19600   510.06  1.20E-2  1.39E-2  1.61E-2     7
   19625   509.41  1.13E-2  1.31E-2  1.53E-2     7
   19650   508.76  9.90E-3  1.18E-2  1.40E-2     7
   19675   508.12  8.50E-3  1.06E-2  1.32E-2     7
   19700   507.47  6.90E-3  9.50E-3  1.30E-2     7
   19725   506.83  5.30E-3  8.20E-3  1.28E-2     7
   19750   506.19  4.30E-3  7.20E-3  1.20E-2     7
   19775   505.55  3.50E-3  6.30E-3  1.14E-2     7
   19800   504.91  2.90E-3  5.60E-3  1.08E-2     7
   19825   504.27  2.50E-3  5.10E-3  1.03E-2     7
   19850   503.64  2.10E-3  4.50E-3  9.70E-3     7
   19875   503.00  1.60E-3  3.70E-3  8.40E-3     7
   19900   502.37  1.30E-3  3.10E-3  7.20E-3     7
   19925   501.74  1.00E-3  2.50E-3  6.30E-3     7
   19950   501.11  7.00E-4  2.00E-3  5.80E-3     7
   19975   500.49  6.00E-4  1.80E-3  5.30E-3     7
   20000   499.86  5.00E-4  1.50E-3  4.40E-3     7
   20025   499.24  4.00E-4  1.20E-3  3.80E-3     7
   20050   498.61  3.00E-4  1.00E-3  3.20E-3     7
   20075   497.99  2.00E-4  7.00E-4  2.30E-3     7
   20100   497.37  2.00E-4  6.00E-4  1.90E-3     7
   20125   496.76  1.00E-4  4.00E-4  1.60E-3     7
   20150   496.14  1.00E-4  3.00E-4  1.20E-3     7
   20175   495.52  1.00E-4  3.00E-4  9.00E-4     7
   20200   494.91  1.00E-5  1.00E-4  6.00E-4     7
   20225   494.30  1.00E-5  1.00E-4  6.00E-4     7
   20250   493.69  1.00E-5  1.00E-4  7.00E-4     7
   20275   493.08  1.00E-4  3.00E-4  1.10E-3     7
   20300   492.47  1.00E-4  4.00E-4  1.30E-3     7
   20325   491.87  1.00E-4  3.00E-4  1.20E-3     7
   20350   491.26  1.00E-4  4.00E-4  1.50E-3     7
   20375   490.66  2.00E-4  6.00E-4  1.70E-3     6
   20400   490.06  2.00E-4  6.00E-4  1.80E-3     6
   20425   489.46  3.00E-4  9.00E-4  2.50E-3     6
   20450   488.86  7.00E-4  2.00E-3  5.50E-3     6
   20475   488.26  1.80E-3  4.60E-3  1.17E-2     5
   20500   487.67  4.50E-3  9.30E-3  1.94E-2     5
   20525   487.07  9.20E-3  1.52E-2  2.50E-2     4
   20550   486.48  2.26E-2  2.51E-2  2.79E-2     4
   20575   485.89  3.58E-2  3.21E-2  2.88E-2     4
   20600   485.30  3.45E-2  3.02E-2  2.65E-2     4
   20625   484.71  2.44E-2  2.19E-2  1.97E-2     4
   20650   484.13  1.35E-2  1.37E-2  1.40E-2     5
   20675   483.54  7.90E-3  9.90E-3  1.24E-2     5
   20700   482.96  6.50E-3  8.60E-3  1.13E-2     5
   20725   482.37  6.00E-3  8.10E-3  1.10E-2     5
   20750   481.79  5.30E-3  7.50E-3  1.06E-2     5
   20775   481.21  4.40E-3  6.50E-3  9.50E-3     5
   20800   480.63  3.60E-3  5.50E-3  8.50E-3     5
   20825   480.06  2.90E-3  4.60E-3  7.40E-3     5
   20850   479.48  2.20E-3  3.70E-3  6.10E-3     5
   20875   478.91  1.60E-3  2.80E-3  4.90E-3     5
   20900   478.34  1.20E-3  2.20E-3  4.00E-3     5
   20925   477.76  9.00E-4  1.70E-3  3.40E-3     5
   20950   477.19  8.00E-4  1.50E-3  3.00E-3     5
   20975   476.62  6.00E-4  1.20E-3  2.40E-3     5
   21000   476.06  4.00E-4  9.00E-4  1.90E-3     5
   21025   475.49  3.00E-4  7.00E-4  1.50E-3     5
   21050   474.93  2.00E-4  5.00E-4  1.20E-3     5
   21075   474.36  2.00E-4  5.00E-4  1.10E-3     5
   21100   473.80  1.00E-4  3.00E-4  9.00E-4     5
   21125   473.24  1.00E-4  3.00E-4  8.00E-4     5
   21150   472.68  1.00E-4  3.00E-4  9.00E-4     5
   21175   472.12  1.00E-4  3.00E-4  9.00E-4     5
   21200   471.57  1.00E-4  3.00E-4  7.00E-4     5
   21225   471.01  1.00E-5  1.00E-4  5.00E-4     5
   21250   470.46  1.00E-5  1.00E-4  5.00E-4     4
   21275   469.90  1.00E-5  1.00E-4  5.00E-4     4
   21300   469.35  1.00E-5  1.00E-4  5.00E-4     4
   21325   468.80  1.00E-5  1.00E-4  5.00E-4     4
   21350   468.25  1.00E-4  3.00E-4  7.00E-4     4
   21375   467.71  1.00E-4  3.00E-4  1.10E-3     4
   21400   467.16  2.00E-4  6.00E-4  1.70E-3     4
   21425   466.61  3.00E-4  8.00E-4  2.40E-3     4
   21450   466.07  3.00E-4  9.00E-4  2.60E-3     4
   21475   465.53  3.00E-4  9.00E-4  2.50E-3     4
   21500   464.99  2.00E-4  6.00E-4  1.80E-3     4
   21525   464.45  1.00E-4  4.00E-4  1.40E-3     4
   21550   463.91  1.00E-4  3.00E-4  1.20E-3     4
   21575   463.37  1.00E-4  3.00E-4  8.00E-4     4
   21600   462.83  1.00E-5  1.00E-4  7.00E-4     4
   21625   462.30  1.00E-4  4.00E-4  1.40E-3     4
   21650   461.76  2.00E-4  7.00E-4  2.30E-3     4
   21675   461.23  4.00E-4  1.30E-3  4.20E-3     3
   21700   460.70  9.00E-4  2.70E-3  8.00E-3     3
   21725   460.17  1.90E-3  4.90E-3  1.28E-2     3
   21750   459.64  2.60E-3  6.40E-3  1.60E-2     3
   21775   459.11  2.20E-3  5.50E-3  1.40E-2     3
   21800   458.59  1.60E-3  4.10E-3  1.06E-2     3
   21825   458.06  1.10E-3  2.90E-3  7.70E-3     3
   21850   457.54  7.00E-4  1.90E-3  5.30E-3     3
   21875   457.01  6.00E-4  1.70E-3  4.70E-3     3
   21900   456.49  6.00E-4  1.60E-3  4.30E-3     3
   21925   455.97  5.00E-4  1.30E-3  3.60E-3     3
   21950   455.45  4.00E-4  1.10E-3  3.00E-3     3
   21975   454.93  3.00E-4  9.00E-4  2.60E-3     3
   22000   454.42  3.00E-4  9.00E-4  2.60E-3     3
   22025   453.90  3.00E-4  8.00E-4  2.40E-3     3
   22050   453.39  2.00E-4  6.00E-4  1.60E-3     3
   22075   452.87  1.00E-4  3.00E-4  9.00E-4     3
   22100   452.36  1.00E-4  3.00E-4  1.00E-3     3
   22125   451.85  1.00E-4  3.00E-4  1.00E-3     3
   22150   451.34  1.00E-4  2.00E-4  6.00E-4     3
   22175   450.83  1.00E-5  1.00E-4  5.00E-4     3
   22200   450.32  1.00E-5  1.00E-4  2.00E-4     3
   22225   449.82  1.00E-5  1.00E-5  1.00E-5     3
   22250   449.31  1.00E-5  1.00E-4  1.00E-4     3
   22275   448.81  1.00E-5  1.00E-4  3.00E-4     3
   22300   448.30  1.00E-5  1.00E-4  3.00E-4     3
   22325   447.80  1.00E-5  1.00E-5  1.00E-5     3
   22350   447.30  1.00E-5  1.00E-5  1.00E-5     3
   22375   446.80  1.00E-5  1.00E-5  1.00E-5     3
   22400   446.30  1.00E-5  1.00E-5  1.00E-5     3
   22425   445.81  1.00E-5  1.00E-5  1.00E-5     3
   22450   445.31  1.00E-5  1.00E-5  1.00E-5     3
   22475   444.81  1.00E-5  1.00E-5  1.00E-5     3
   22500   444.32  1.00E-4  2.00E-4  6.00E-4     3
   22525   443.83  2.00E-4  6.00E-4  1.60E-3     2
   22550   443.33  4.00E-4  1.10E-3  3.00E-3     2
   22575   442.84  8.00E-4  2.10E-3  5.70E-3     2
   22600   442.35  1.60E-3  3.60E-3  8.10E-3     2
   22625   441.86  2.60E-3  4.90E-3  9.20E-3     2
   22650   441.38  3.80E-3  6.30E-3  1.04E-2     2
   22675   440.89  3.90E-3  6.30E-3  1.02E-2     2
   22700   440.40  2.90E-3  4.80E-3  8.10E-3     2
   22725   439.92  1.80E-3  3.10E-3  5.20E-3     2
   22750   439.44  8.00E-4  1.40E-3  2.40E-3     2
   22775   438.95  3.00E-4  5.00E-4  9.00E-4     2
   22800   438.47  1.00E-4  2.00E-4  5.00E-4     2
   22825   437.99  3.00E-4  5.00E-4  1.00E-3     2
   22850   437.51  4.00E-4  7.00E-4  1.40E-3     2
   22875   437.04  5.00E-4  9.00E-4  1.60E-3     2
   22900   436.56  6.00E-4  1.00E-3  1.80E-3     2
   22925   436.08  5.00E-4  9.00E-4  1.50E-3     2
   22950   435.61  3.00E-4  5.00E-4  9.00E-4     2
   22975   435.13  3.00E-4  5.00E-4  9.00E-4     2
   23000   434.66  3.00E-4  6.00E-4  1.10E-3     2
   23025   434.19  2.00E-4  4.00E-4  8.00E-4     2
   23050   433.72  2.00E-4  3.00E-4  6.00E-4     2
   23075   433.25  2.00E-4  4.00E-4  8.00E-4     2
   23100   432.78  1.00E-4  2.00E-4  4.00E-4     2
   23125   432.31  1.00E-5  1.00E-4  2.00E-4     2
   23150   431.84  1.00E-4  2.00E-4  4.00E-4     2
   23175   431.38  1.00E-4  1.00E-4  2.00E-4     2
   23200   430.91  1.00E-5  1.00E-5  1.00E-5     2
   23225   430.45  1.00E-5  1.00E-5  1.00E-5     2
   23250   429.99  1.00E-5  1.00E-5  1.00E-5     2
   23275   429.52  1.00E-5  1.00E-5  1.00E-5     2
   23300   429.06  1.00E-5  1.00E-5  1.00E-5     2
   23325   428.60  1.00E-5  1.00E-5  1.00E-5     2
   23350   428.15  1.00E-5  1.00E-5  1.00E-5     2
   23375   427.69  1.00E-5  1.00E-5  1.00E-5     2
   23400   427.23  1.00E-5  1.00E-5  1.00E-5     2
   23425   426.77  1.00E-5  1.00E-5  1.00E-5     2
   23450   426.32  1.00E-5  1.00E-5  1.00E-5     2
   23475   425.87  1.00E-5  1.00E-5  1.00E-5     2
   23500   425.41  1.00E-5  1.00E-5  1.00E-5     2
   23525   424.96  1.00E-5  1.00E-5  1.00E-5     2
   23550   424.51  1.00E-5  1.00E-5  1.00E-5     2
   23575   424.06  1.00E-5  1.00E-5  1.00E-5     2
   23600   423.61  1.00E-5  1.00E-5  1.00E-5     2
   23625   423.16  1.00E-5  1.00E-5  1.00E-5     2
   23650   422.71  1.00E-5  1.00E-5  1.00E-5     2
   23675   422.27  1.00E-5  1.00E-5  1.00E-5     2
   23700   421.82  1.00E-5  1.00E-4  1.00E-4     1
   23725   421.38  1.00E-4  2.00E-4  3.00E-4     1
   23750   420.93  2.00E-4  3.00E-4  6.00E-4     1
   23775   420.49  2.00E-4  4.00E-4  8.00E-4     1
   23800   420.05  3.00E-4  5.00E-4  1.00E-3     1
   23825   419.61  3.00E-4  6.00E-4  1.10E-3     1
   23850   419.17  2.00E-4  4.00E-4  7.00E-4     1
   23875   418.73  1.00E-4  2.00E-4  3.00E-4     1
   23900   418.29  1.00E-5  1.00E-4  1.00E-4     1
   23925   417.86  1.00E-5  1.00E-5  1.00E-5     1
   23950   417.42  1.00E-5  1.00E-5  1.00E-5     1
   23975   416.98  1.00E-5  1.00E-5  1.00E-5     1
   24000   416.55  1.00E-5  1.00E-5  1.00E-5     1
   24025   416.12  1.00E-5  1.00E-5  1.00E-5     1
   24050   415.68  1.00E-5  1.00E-5  1.00E-5     1
   24075   415.25  1.00E-5  1.00E-5  1.00E-5     1
   24100   414.82  1.00E-5  1.00E-5  1.00E-5     1
   24125   414.39  1.00E-5  1.00E-5  1.00E-5     1
   24150   413.96  1.00E-5  1.00E-5  1.00E-5     1
   24175   413.53  1.00E-5  1.00E-5  1.00E-5     1
   24200   413.11  1.00E-5  1.00E-5  1.00E-5     1
   24225   412.68  1.00E-5  1.00E-5  1.00E-5     1
   24250   412.25  1.00E-5  1.00E-5  1.00E-5     1
   24275   411.83  1.00E-5  1.00E-5  1.00E-5     1
   24300   411.41  1.00E-5  1.00E-5  1.00E-5     1
   24325   410.98  1.00E-5  1.00E-5  1.00E-5     1
   24350   410.56  1.00E-5  1.00E-5  1.00E-5     1
   24375   410.14  1.00E-5  1.00E-5  1.00E-5     1
   24400   409.72  1.00E-5  1.00E-5  1.00E-5     1
   24425   409.30  1.00E-5  1.00E-5  1.00E-5     1
   24450   408.88  1.00E-5  1.00E-5  1.00E-5     1
   24475   408.46  1.00E-5  1.00E-5  1.00E-5     1
   24500   408.05  1.00E-5  1.00E-5  1.00E-5     1
   24525   407.63  1.00E-5  1.00E-4  2.00E-4     1
   24550   407.22  1.00E-4  2.00E-4  4.00E-4     1
   24575   406.80  2.00E-4  4.00E-4  7.00E-4     1
   24600   406.39  3.00E-4  5.00E-4  1.00E-3     1
   24625   405.98  3.00E-4  6.00E-4  1.10E-3     1
   24650   405.56  2.00E-4  4.00E-4  7.00E-4     1
   24675   405.15  1.00E-5  1.00E-4  1.00E-4     1
   24700   404.74  1.00E-5  1.00E-5  1.00E-5     1
   24725   404.33  1.00E-5  1.00E-5  1.00E-5     1
   24750   403.93  1.00E-5  1.00E-5  1.00E-5     1
   24775   403.52  1.00E-5  1.00E-5  1.00E-5     1
   24800   403.11  1.00E-5  1.00E-5  1.00E-5     1
   24825   402.71  1.00E-5  1.00E-5  1.00E-5     1
   24850   402.30  1.00E-5  1.00E-5  1.00E-5     1
   24875   401.90  1.00E-5  1.00E-5  1.00E-5     1
   24900   401.49  1.00E-5  1.00E-5  1.00E-5     1
   24925   401.09  1.00E-5  1.00E-5  1.00E-5     1
